full_name,fighter_id,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url,weight_class,total_fights,win_rate
Davey Grant,2737,Dangerous,172.72,135.0,175.26,Orthodox,1985-12-18,15,7,0,,http://ufcstats.com/fighter-details/113df4fde64735c6,Bantamweight,22,0.6818181818181818
Dwight Grant,2736,The Body Snatcher,185.42,185.0,193.04,Switch,1984-09-14,11,6,0,,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,Middleweight,17,0.6470588235294118
Shelton Graves,2732,The Gravedigger,187.96,255.0,193.04,Southpaw,1985-10-23,7,3,0,,http://ufcstats.com/fighter-details/642862d6d63605cd,Heavyweight,10,0.7
Kevin Gray,2730,Pocket Herc,162.56,125.0,170.18,Orthodox,1985-05-03,9,4,0,,http://ufcstats.com/fighter-details/bb0d290026d7681d,Flyweight,13,0.6923076923076923
Bobby Green,2728,King,177.8,155.0,180.34,Orthodox,1986-09-09,30,14,1,1.0,http://ufcstats.com/fighter-details/887961364be5ceb3,Lightweight,45,0.6666666666666666
Desmond Green,2727,The Predator,177.8,155.0,185.42,Southpaw,1989-10-11,23,8,0,,http://ufcstats.com/fighter-details/f046d724d2a84ac5,Lightweight,31,0.7419354838709677
Gabe Green,2726,Gifted,177.8,170.0,185.42,Switch,1993-05-02,11,5,0,,http://ufcstats.com/fighter-details/5eb50529a8418b77,Welterweight,16,0.6875
Maurice Greene,2725,The Crochet Boss,200.66,258.0,203.2,Orthodox,1986-07-05,9,7,0,,http://ufcstats.com/fighter-details/068f8a189a47fea6,Heavyweight,16,0.5625
Matt Grice,2724,The Real One,172.72,145.0,177.8,Orthodox,1981-07-29,15,5,0,,http://ufcstats.com/fighter-details/bfc2fc38a0e20211,Featherweight,20,0.75
Max Griffin,2721,Pain,180.34,170.0,193.04,Orthodox,1985-11-29,19,10,0,,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Welterweight,29,0.6551724137931034
Jordan Griffin,2720,Native Psycho,177.8,145.0,185.42,Southpaw,1990-02-28,18,9,0,,http://ufcstats.com/fighter-details/ebef46976554f975,Featherweight,27,0.6666666666666666
Chad Griggs,2719,The Grave Digger,185.42,205.0,185.42,Orthodox,1978-05-15,11,3,0,,http://ufcstats.com/fighter-details/fdf18227faa596dd,Light Heavyweight,14,0.7857142857142857
Charalampos Grigoriou,2718,Ferocious,170.18,135.0,170.18,Orthodox,1992-03-31,8,3,0,,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,Bantamweight,11,0.7272727272727273
Maxim Grishin,2715,Maximus,190.5,205.0,198.12,Orthodox,1984-05-02,32,10,2,,http://ufcstats.com/fighter-details/950d0ef5c17157c5,Light Heavyweight,44,0.7272727272727273
Josh Grispi,2714,The Fluke,180.34,145.0,187.96,Orthodox,1988-10-14,14,5,0,,http://ufcstats.com/fighter-details/60ba33c3f555a7a3,Featherweight,19,0.7368421052631579
Kendall Grove,2712,Da Spyder,198.12,185.0,200.66,Orthodox,1982-11-12,23,17,0,1.0,http://ufcstats.com/fighter-details/234f3767ff0e5701,Middleweight,40,0.575
Chris Gruetzemacher,2710,Gritz,172.72,155.0,172.72,Orthodox,1986-06-16,15,5,0,,http://ufcstats.com/fighter-details/feaf00f3373435d6,Lightweight,20,0.75
Vik Grujic,2709,The Spartan,180.34,170.0,185.42,Orthodox,1977-02-06,6,6,0,,http://ufcstats.com/fighter-details/1e7483dbff40b84b,Welterweight,12,0.5
Wang Guan,2707,The Dongbei Tiger,175.26,145.0,180.34,Orthodox,1986-03-14,20,1,1,,http://ufcstats.com/fighter-details/dd12382f28296f7b,Featherweight,22,0.9090909090909091
Rainn Guerrero,2704,Purple Rainn,167.64,125.0,165.1,Orthodox,1992-05-13,5,2,0,,http://ufcstats.com/fighter-details/8300a47f6fd6fe4f,Flyweight,7,0.7142857142857143
Clay Guida,2702,The Carpenter,170.18,155.0,177.8,Orthodox,1981-12-08,38,20,0,,http://ufcstats.com/fighter-details/c47df9303d318c67,Lightweight,58,0.6551724137931034
Melvin Guillard,2700,The Young Assassin,175.26,155.0,180.34,Orthodox,1983-03-30,32,18,2,3.0,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,Lightweight,52,0.6153846153846154
Marcelo Guimaraes,2698,Magrao,182.88,185.0,185.42,Orthodox,1983-06-25,9,2,1,,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d,Middleweight,12,0.75
John Gunderson,2695,Quick Guns,175.26,155.0,175.26,Orthodox,1979-01-05,35,16,2,,http://ufcstats.com/fighter-details/a0c139b34f11421a,Lightweight,53,0.660377358490566
John Gunther,2694,The Machine,175.26,155.0,182.88,Orthodox,1985-11-24,5,1,0,,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3,Lightweight,6,0.8333333333333334
Bogdan Guskov,2691,Czarevitch,190.5,205.0,193.04,Orthodox,1992-09-12,14,3,0,,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Light Heavyweight,17,0.8235294117647058
Gugun Gusman,2690,The Tiger,170.18,135.0,172.72,Orthodox,1990-03-03,8,4,0,,http://ufcstats.com/fighter-details/e34e3b1fffa13a6a,Bantamweight,12,0.6666666666666666
Alexander Gustafsson,2688,The Mauler,195.58,205.0,200.66,Orthodox,1987-01-15,18,8,0,,http://ufcstats.com/fighter-details/3c6976f8182d9527,Light Heavyweight,26,0.6923076923076923
Chris Gutierrez,2685,El Guapo,175.26,135.0,170.18,Orthodox,1991-04-22,19,5,2,,http://ufcstats.com/fighter-details/45f0cc9d18f35137,Bantamweight,26,0.7307692307692307
Mando Gutierrez,2684,El Toro,167.64,135.0,177.8,Southpaw,1997-02-24,7,2,0,,http://ufcstats.com/fighter-details/5f33ae0620e050c5,Bantamweight,9,0.7777777777777778
Mike Guymon,2683,The Joker,182.88,170.0,187.96,Orthodox,1974-09-17,15,6,1,,http://ufcstats.com/fighter-details/eaea0fc7b76525a8,Welterweight,22,0.6818181818181818
Chelsea Hackett,2682,Hammer,162.56,125.0,167.64,Switch,1998-08-16,3,1,1,,http://ufcstats.com/fighter-details/184b7a36d50dcc5e,Flyweight,5,0.6
Jake Hadley,2680,White Kong,170.18,125.0,177.8,Southpaw,1996-08-03,10,2,0,,http://ufcstats.com/fighter-details/60a42bf82447c919,Flyweight,12,0.8333333333333334
Damir Hadzovic,2678,The Bosnian Bomber,175.26,155.0,177.8,Orthodox,1986-08-08,14,7,0,,http://ufcstats.com/fighter-details/38c626ca912c7bac,Lightweight,21,0.6666666666666666
Bassil Hafez,2677,The Habibi,180.34,170.0,182.88,Orthodox,1992-01-31,8,4,1,,http://ufcstats.com/fighter-details/f4d92416da98804b,Welterweight,13,0.6153846153846154
Tim Hague,2676,The Trashing Machine,193.04,260.0,193.04,Orthodox,1983-05-09,21,13,0,,http://ufcstats.com/fighter-details/219a254e15d60135,Heavyweight,34,0.6176470588235294
Uriah Hall,2671,Prime Time,182.88,185.0,200.66,Orthodox,1984-07-31,18,11,0,,http://ufcstats.com/fighter-details/65578a75fa7900e3,Middleweight,29,0.6206896551724138
Ryan Hall,2670,The Wizard,177.8,145.0,177.8,Southpaw,1985-02-22,9,2,0,,http://ufcstats.com/fighter-details/8866c6f509c19089,Featherweight,11,0.8181818181818182
Dennis Hallman,2669,Superman,175.26,155.0,182.88,Orthodox,1975-12-02,53,20,2,1.0,http://ufcstats.com/fighter-details/8a8a84b743ae7699,Lightweight,75,0.7066666666666667
Piotr Hallmann,2668,Pletwal,175.26,155.0,180.34,Orthodox,1987-08-25,18,6,0,,http://ufcstats.com/fighter-details/a3be148af5c7b088,Lightweight,24,0.75
Matt Hamill,2660,The Hammer,185.42,205.0,193.04,Orthodox,1976-10-05,12,8,0,,http://ufcstats.com/fighter-details/98b80a717b9bda17,Light Heavyweight,20,0.6
Anthony Hamilton,2658,Freight Train,195.58,260.0,193.04,Orthodox,1980-04-14,15,9,0,,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,Heavyweight,24,0.625
CJ Hamilton,2657,The Autobot,170.18,125.0,172.72,Switch,1986-10-07,11,4,0,,http://ufcstats.com/fighter-details/7da5839b223f3728,Flyweight,15,0.7333333333333333
Jared Hamman,2656,The Messenger,190.5,185.0,190.5,Orthodox,1982-03-07,14,6,0,,http://ufcstats.com/fighter-details/23459ee7e373b98f,Middleweight,20,0.7
Chad Hanekom,2653,Superman,193.04,185.0,187.96,Orthodox,1990-04-20,9,3,0,,http://ufcstats.com/fighter-details/98533a2738124a0d,Middleweight,12,0.75
George Hardwick,2646,King,177.8,155.0,182.88,Orthodox,1996-12-06,12,2,0,,http://ufcstats.com/fighter-details/f55a6807b6bb853d,Lightweight,14,0.8571428571428571
Dan Hardy,2645,The Outlaw,182.88,170.0,187.96,Orthodox,1982-05-17,25,10,0,1.0,http://ufcstats.com/fighter-details/473ce3aa581251a2,Welterweight,35,0.7142857142857143
Greg Hardy,2643,Prince of War,195.58,265.0,203.2,Orthodox,1988-07-28,7,5,0,1.0,http://ufcstats.com/fighter-details/85073dbd1be65ed9,Heavyweight,12,0.5833333333333334
Josiah Harrell,2639,Muscle Hamster,170.18,170.0,172.72,Southpaw,1998-11-13,7,0,0,,http://ufcstats.com/fighter-details/e5864a42c80294f6,Welterweight,7,1.0
Phil Harris,2636,Billy,162.56,125.0,165.1,Orthodox,1983-09-04,22,12,0,2.0,http://ufcstats.com/fighter-details/ba043b03eb799063,Flyweight,34,0.6470588235294118
Walt Harris,2635,The Big Ticket,195.58,250.0,195.58,Southpaw,1983-06-10,13,10,0,1.0,http://ufcstats.com/fighter-details/03f982ca3735070c,Heavyweight,23,0.5652173913043478
Carlston Harris,2632,Mocambique,182.88,170.0,193.04,Orthodox,1987-07-09,19,5,0,,http://ufcstats.com/fighter-details/a53d30163304aa6e,Welterweight,24,0.7916666666666666
Clay Harvison,2628,Bushwacker,185.42,170.0,187.96,Orthodox,1980-09-25,13,6,0,,http://ufcstats.com/fighter-details/83a477a7dba1ca58,Welterweight,19,0.6842105263157895
Ahmad Hassanzada,2621,Lion of the Ring,185.42,155.0,190.5,Orthodox,1996-11-20,10,2,0,,http://ufcstats.com/fighter-details/bf7a64d9ae343e86,Lightweight,12,0.8333333333333334
John Hathaway,2619,The Hitman,185.42,170.0,190.5,Orthodox,1987-07-23,17,2,0,,http://ufcstats.com/fighter-details/28f3c2258a1d8874,Welterweight,19,0.8947368421052632
Phil Hawes,2618,No Hype,182.88,185.0,195.58,Orthodox,1989-01-08,12,5,0,,http://ufcstats.com/fighter-details/547afe1017e72dbe,Middleweight,17,0.7058823529411765
Dustin Hazelett,2609,McLovin,185.42,170.0,193.04,Orthodox,1986-04-29,12,7,0,,http://ufcstats.com/fighter-details/a149d6bc670cdb60,Welterweight,19,0.631578947368421
Pat Healy,2607,Bam Bam,182.88,155.0,182.88,Orthodox,1983-07-20,34,23,0,1.0,http://ufcstats.com/fighter-details/50d2f0018bcf9eef,Lightweight,57,0.5964912280701754
Jake Hecht,2602,Hitman,182.88,170.0,185.42,Orthodox,1984-02-09,11,4,0,,http://ufcstats.com/fighter-details/e57fdbea1b828202,Welterweight,15,0.7333333333333333
Nick Hein,2601,Sergeant,167.64,155.0,167.64,Southpaw,1984-04-24,14,5,0,1.0,http://ufcstats.com/fighter-details/2816ced060a21be3,Lightweight,19,0.7368421052631579
Ian Heinisch,2600,The Hurricane,180.34,185.0,182.88,Orthodox,1988-08-05,14,5,0,,http://ufcstats.com/fighter-details/2e585c701f72fe55,Middleweight,19,0.7368421052631579
Dan Henderson,2595,Hendo,180.34,185.0,187.96,Orthodox,1970-08-24,32,15,0,,http://ufcstats.com/fighter-details/1ccf4e7caff270df,Middleweight,47,0.6808510638297872
Benson Henderson,2594,Smooth,175.26,170.0,177.8,Southpaw,1983-11-16,24,7,0,,http://ufcstats.com/fighter-details/2676b28836a5a836,Welterweight,31,0.7741935483870968
Johny Hendricks,2591,Bigg Rigg,175.26,185.0,175.26,Southpaw,1983-09-12,18,8,0,,http://ufcstats.com/fighter-details/0941df56f6ac954b,Middleweight,26,0.6923076923076923
Luis Henrique,2589,KLB,187.96,243.0,187.96,Orthodox,1993-08-21,10,5,0,1.0,http://ufcstats.com/fighter-details/e5bda12faabfc850,Heavyweight,15,0.6666666666666666
Jose Henrique,2588,Canela,190.5,170.0,200.66,Orthodox,2002-05-23,5,1,0,,http://ufcstats.com/fighter-details/20a0e4cc5227c117,Welterweight,6,0.8333333333333334
Danny Henry,2586,The Hatchet,182.88,145.0,185.42,Orthodox,1988-07-17,12,4,0,,http://ufcstats.com/fighter-details/f7d73e452b064bf2,Featherweight,16,0.75
Victor Henry,2585,La Mangosta,170.18,135.0,172.72,Switch,1987-05-04,23,6,0,,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,Bantamweight,29,0.7931034482758621
Jai Herbert,2583,Black Country Banger,185.42,155.0,195.58,Orthodox,1988-05-13,12,5,1,,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,Lightweight,18,0.6666666666666666
Ed Herman,2582,Short Fuse,185.42,205.0,195.58,Orthodox,1980-10-02,27,16,0,1.0,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Light Heavyweight,43,0.627906976744186
Jack Hermansson,2580,The Joker,185.42,185.0,195.58,Orthodox,1988-06-10,23,8,0,,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Middleweight,31,0.7419354838709677
Alexander Hernandez,2576,The Great Ape,175.26,145.0,182.88,Orthodox,1992-10-01,14,6,0,,http://ufcstats.com/fighter-details/262a7d06203657e6,Featherweight,20,0.7
Anthony Hernandez,2575,Fluffy,182.88,185.0,190.5,Orthodox,1993-10-18,11,2,0,1.0,http://ufcstats.com/fighter-details/093e1f5bb73850be,Middleweight,13,0.8461538461538461
Nohelin Hernandez,2574,Suave,177.8,135.0,180.34,Orthodox,1994-03-01,9,4,0,,http://ufcstats.com/fighter-details/f97c5433c77522d3,Bantamweight,13,0.6923076923076923
Geane Herrera,2570,La Pulga,165.1,125.0,167.64,Orthodox,1990-05-27,9,3,0,,http://ufcstats.com/fighter-details/c169545ab0825f44,Flyweight,12,0.75
Alvaro Herrera Mendoza,2569,Chango,182.88,155.0,187.96,Orthodox,1990-05-14,9,6,0,,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd,Lightweight,15,0.6
Felice Herrig,2568,Lil Bulldog,162.56,115.0,165.1,Orthodox,1984-09-18,14,10,0,,http://ufcstats.com/fighter-details/b6850671a008bf9a,Flyweight,24,0.5833333333333334
Heath Herring,2567,The Texas Crazy Horse,193.04,250.0,198.12,Orthodox,1978-03-02,28,16,0,1.0,http://ufcstats.com/fighter-details/7450525c7ba032a0,Heavyweight,44,0.6363636363636364
Clint Hester,2565,Headbussa,187.96,205.0,195.58,Orthodox,1986-11-21,11,6,0,,http://ufcstats.com/fighter-details/92b62174c175ce19,Light Heavyweight,17,0.6470588235294118
Jimy Hettes,2563,The Kid,175.26,145.0,180.34,Southpaw,1987-06-09,11,3,0,,http://ufcstats.com/fighter-details/893d51aaf024eddd,Featherweight,14,0.7857142857142857
Marcus Hicks,2561,The Wrecking Ball,167.64,155.0,162.56,Southpaw,1975-11-25,10,4,0,1.0,http://ufcstats.com/fighter-details/e69c5ce12f4e762b,Lightweight,14,0.7142857142857143
Jay Hieron,2560,The Thoroughbred,182.88,170.0,190.5,Orthodox,1976-07-29,23,7,0,,http://ufcstats.com/fighter-details/5bb0a618ad03ac64,Welterweight,30,0.7666666666666667
Jason High,2557,The Kansas City Bandit,172.72,155.0,185.42,Southpaw,1981-10-12,21,6,0,,http://ufcstats.com/fighter-details/e5d03e4d966126bd,Lightweight,27,0.7777777777777778
Angela Hill,2552,Overkill,160.02,115.0,162.56,Orthodox,1985-01-12,15,13,0,,http://ufcstats.com/fighter-details/f0feeb2192937424,Flyweight,28,0.5357142857142857
Jamahal Hill,2550,Sweet Dreams,193.04,205.0,200.66,Southpaw,1991-05-19,12,1,0,1.0,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,Light Heavyweight,13,0.9230769230769231
Mizuto Hirota,2544,Pugnus,170.18,155.0,170.18,Orthodox,1981-05-05,18,10,2,,http://ufcstats.com/fighter-details/35faad160d346839,Lightweight,30,0.6
Matt Hobar,2541,The Crowbar,177.8,135.0,177.8,Southpaw,1987-01-07,9,3,0,,http://ufcstats.com/fighter-details/b57edace7b647f07,Bantamweight,12,0.75
Kevin Holland,2534,Trailblazer,190.5,170.0,205.74,Orthodox,1992-11-05,25,10,0,1.0,http://ufcstats.com/fighter-details/3a46b268013afede,Welterweight,35,0.7142857142857143
Max Holloway,2532,Blessed,180.34,145.0,175.26,Orthodox,1991-12-04,25,7,0,,http://ufcstats.com/fighter-details/150ff4cc642270b9,Featherweight,32,0.78125
Holly Holm,2529,The Preacher's Daughter,172.72,135.0,175.26,Southpaw,1981-10-17,15,7,0,,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,Bantamweight,22,0.6818181818181818
Joseph Holmes,2527,Uglyman Joe,193.04,185.0,203.2,Orthodox,1995-07-04,8,4,0,,http://ufcstats.com/fighter-details/8d20d76af3f213ce,Middleweight,12,0.6666666666666666
Paddy Holohan,2525,The Hooligan,177.8,125.0,175.26,Orthodox,1988-05-03,12,2,1,,http://ufcstats.com/fighter-details/6e7c758f5cdec01a,Flyweight,15,0.8
Scott Holtzman,2522,Hot Sauce,175.26,155.0,175.26,Orthodox,1983-09-30,14,6,0,,http://ufcstats.com/fighter-details/df1eb4354d18a906,Lightweight,20,0.7
Mark Hominick,2520,The Machine,172.72,145.0,172.72,Orthodox,1982-07-22,20,12,0,,http://ufcstats.com/fighter-details/0a97691039c4bbfb,Featherweight,32,0.625
Barb Honchak,2519,Little Warrior,162.56,125.0,165.1,Orthodox,1979-08-30,10,4,0,,http://ufcstats.com/fighter-details/472f6f6e6d962f40,Flyweight,14,0.7142857142857143
JunYoung Hong,2517,Drunken Red,172.72,145.0,175.26,Orthodox,1990-12-18,11,7,1,,http://ufcstats.com/fighter-details/b24666e26bd750a3,Featherweight,19,0.5789473684210527
SeongChan Hong,2516,Honey Badger,170.18,155.0,175.26,Orthodox,1989-11-28,9,2,0,2.0,http://ufcstats.com/fighter-details/10d4575f497face4,Lightweight,11,0.8181818181818182
Lorenzo Hood,2513,Dream Killer,190.5,265.0,203.2,Southpaw,1989-03-02,14,5,0,1.0,http://ufcstats.com/fighter-details/7f9abc4db2d05764,Heavyweight,19,0.7368421052631579
Dan Hooker,2512,The Hangman,182.88,155.0,190.5,Switch,1990-02-13,23,12,0,,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Lightweight,35,0.6571428571428571
Chase Hooper,2511,The Dream,185.42,155.0,187.96,Southpaw,1999-09-13,12,3,1,,http://ufcstats.com/fighter-details/971246648e162f0d,Lightweight,16,0.75
Darrell Horcher,2510,The Saint,177.8,155.0,177.8,Southpaw,1987-07-28,13,4,0,,http://ufcstats.com/fighter-details/18e8b7070228e728,Lightweight,17,0.7647058823529411
Yuma Horiuchi,2506,Ichiban,167.64,125.0,170.18,Switch,1997-09-22,9,5,0,,http://ufcstats.com/fighter-details/f6c1ce7cfd600662,Flyweight,14,0.6428571428571429
Jeremy Horn,2505,Gumby,185.42,185.0,187.96,Orthodox,1975-08-25,91,22,5,1.0,http://ufcstats.com/fighter-details/8d26912cd2aeb366,Middleweight,118,0.7711864406779662
Chris Horodecki,2503,The Polish Hammer,175.26,155.0,175.26,Orthodox,1987-09-24,21,7,1,1.0,http://ufcstats.com/fighter-details/e29cf523ebd155c5,Lightweight,29,0.7241379310344828
Jeff Hougland,2498,Hellbound,170.18,135.0,172.72,Orthodox,1978-08-02,10,6,0,,http://ufcstats.com/fighter-details/97a8f39186f489db,Bantamweight,16,0.625
John Howard,2493,Doomsday,170.18,170.0,182.88,Orthodox,1983-03-01,24,13,0,,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,Welterweight,37,0.6486486486486487
Hu Yaozong,2491,Totoro,190.5,185.0,182.88,Orthodox,1995-04-07,3,3,0,,http://ufcstats.com/fighter-details/f1175ea3aafbf351,Middleweight,6,0.5
Carlos Huachin,2490,Perro Malo,162.56,135.0,170.18,Southpaw,1996-06-04,10,5,1,,http://ufcstats.com/fighter-details/225def29ecfe0fc1,Bantamweight,16,0.625
Brady Huang,2489,The Kung Fu Warrior,175.26,135.0,175.26,Orthodox,1992-12-16,11,2,0,,http://ufcstats.com/fighter-details/1ec1b6a7a29ffc71,Bantamweight,13,0.8461538461538461
Austin Hubbard,2487,Thud,177.8,155.0,180.34,Orthodox,1991-12-22,16,7,0,,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,Lightweight,23,0.6956521739130435
Collin Huckbody,2486,All In,190.5,185.0,193.04,Orthodox,1994-09-29,8,2,0,,http://ufcstats.com/fighter-details/f372a848d250e006,Middleweight,10,0.8
Roger Huerta,2484,El Matador,175.26,155.0,177.8,Orthodox,1983-05-20,23,9,1,1.0,http://ufcstats.com/fighter-details/daf1b84aebd6602b,Lightweight,33,0.696969696969697
Jeff Hughes,2480,Lights Out,187.96,250.0,195.58,Orthodox,1988-05-17,10,4,0,1.0,http://ufcstats.com/fighter-details/6a11e325aa60ad02,Heavyweight,14,0.7142857142857143
Sam Hughes,2479,Sampage,165.1,115.0,162.56,Orthodox,1992-06-28,8,5,0,,http://ufcstats.com/fighter-details/e94085e821bd81de,Flyweight,13,0.6153846153846154
Victor Hugo,2478,Striker,170.18,135.0,180.34,Orthodox,1992-11-22,23,4,0,,http://ufcstats.com/fighter-details/f264ba50b007f39e,Bantamweight,27,0.8518518518518519
Harry Hunsucker,2474,The Hurricane,187.96,205.0,190.5,Orthodox,1989-01-03,7,6,0,,http://ufcstats.com/fighter-details/f703250471acaf96,Light Heavyweight,13,0.5384615384615384
Mark Hunt,2473,Super Samoan,177.8,265.0,182.88,Orthodox,1974-03-23,13,14,1,1.0,http://ufcstats.com/fighter-details/eef9b891edbd4604,Heavyweight,28,0.4642857142857143
Al Iaquinta,2467,Raging,177.8,155.0,177.8,Orthodox,1987-04-30,14,7,1,,http://ufcstats.com/fighter-details/59279a7c978f7da0,Lightweight,22,0.6363636363636364
Dan Ige,2464,50K,170.18,145.0,180.34,Orthodox,1991-08-06,17,7,0,,http://ufcstats.com/fighter-details/82a5152216251682,Featherweight,24,0.7083333333333334
James Irvin,2443,The Sandman,187.96,205.0,190.5,Orthodox,1978-09-12,17,10,0,2.0,http://ufcstats.com/fighter-details/a7f4d0902bb64092,Light Heavyweight,27,0.6296296296296297
Teruto Ishihara,2439,Yashabo,170.18,135.0,175.26,Southpaw,1991-07-23,10,7,2,,http://ufcstats.com/fighter-details/88cd34d836b4ebcd,Bantamweight,19,0.5263157894736842
Damir Ismagulov,2434,Qazaq,177.8,155.0,187.96,Orthodox,1991-02-03,24,3,0,,http://ufcstats.com/fighter-details/135d124172a0bea3,Lightweight,27,0.8888888888888888
Leandro Issa,2432,Brodinho,170.18,135.0,175.26,Orthodox,1983-09-19,13,6,0,,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a,Bantamweight,19,0.6842105263157895
Blagoy Ivanov,2431,Baga,180.34,250.0,185.42,Southpaw,1986-10-09,19,6,0,1.0,http://ufcstats.com/fighter-details/1788eee370f077b7,Heavyweight,25,0.76
Anthony Ivy,2430,Aquaman,187.96,185.0,187.96,Orthodox,1990-01-23,8,4,0,,http://ufcstats.com/fighter-details/3c5005b66696d790,Middleweight,12,0.6666666666666666
Yves Jabouin,2425,Tiger,170.18,135.0,172.72,Orthodox,1979-05-30,20,11,0,,http://ufcstats.com/fighter-details/b4eeac608fc82f88,Bantamweight,31,0.6451612903225806
Quinton Jackson,2422,Rampage,185.42,205.0,185.42,Orthodox,1978-06-20,37,12,0,,http://ufcstats.com/fighter-details/ffc088e64fab57e9,Light Heavyweight,49,0.7551020408163265
Damon Jackson,2420,The Leech,180.34,145.0,180.34,Switch,1988-08-08,22,6,1,1.0,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Featherweight,29,0.7586206896551724
Mike Jackson,2418,The Truth,187.96,170.0,187.96,Orthodox,1985-03-22,1,2,0,1.0,http://ufcstats.com/fighter-details/0641c21bec209472,Welterweight,3,0.3333333333333333
Jason Jackson,2417,Jah-Son,185.42,170.0,198.12,Orthodox,1990-10-30,7,2,0,,http://ufcstats.com/fighter-details/ca8da445dfa82d56,Welterweight,9,0.7777777777777778
Montel Jackson,2416,Quik,177.8,135.0,190.5,Southpaw,1992-04-24,13,2,0,,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Bantamweight,15,0.8666666666666667
Dustin Jacoby,2413,The Hanyak,190.5,205.0,193.04,Orthodox,1988-04-04,19,7,1,,http://ufcstats.com/fighter-details/e4277e87a789d687,Light Heavyweight,27,0.7037037037037037
